lead_id,company_size,source,industry,engagement_score,response_time_hours,prior_interactions,budget_confirmed,attended_demo,lead_age_months,converted
727,1-50,Cold Outreach,Corporate Security,29.0,34.5,1,0,1,0.6,0
728,1-50,Inbound Website,Higher Education,35.0,19.5,0,0,1,1.2,0
729,51-200,Referral,Healthcare,54.4,2.8,7,0,0,0.1,1
730,51-200,Cold Outreach,Other,49.5,29.7,3,1,0,0.7,1
731,51-200,Webinar,Corporate Security,54.3,44.1,3,1,0,1.7,0
732,1-50,Webinar,Other,60.0,11.4,6,0,0,2.7,0
733,1-50,Inbound Website,Higher Education,37.5,24.2,3,0,1,2.2,0
734,51-200,Inbound Website,Higher Education,79.3,13.9,0,0,1,0.2,1
735,1-50,Inbound Website,Healthcare,44.6,0.6,2,0,0,0.1,0
736,201-1000,Referral,NGO/Nonprofit,41.3,11.5,1,0,0,4.8,0
737,1-50,Cold Outreach,NGO/Nonprofit,59.6,13.1,6,1,0,1.2,1
738,51-200,Webinar,Higher Education,13.3,169.1,6,0,0,1.0,0
739,51-200,University Partnership,NGO/Nonprofit,34.2,25.2,4,0,0,0.7,0
740,51-200,Referral,Government,69.6,5.2,1,1,1,0.8,1
741,1-50,University Partnership,Government,15.3,14.0,4,1,1,0.8,1
742,1-50,Cold Outreach,Higher Education,72.4,3.1,3,0,1,2.6,1
743,1000+,Cold Outreach,Other,80.2,52.0,1,0,1,0.9,0
744,1-50,University Partnership,Higher Education,42.6,52.7,3,1,0,2.3,0
745,51-200,Inbound Website,NGO/Nonprofit,55.8,38.4,3,0,1,1.1,1
746,51-200,Conference,Healthcare,72.4,8.6,2,1,0,2.3,1
747,51-200,University Partnership,Healthcare,40.7,1.3,5,1,0,2.8,1
748,51-200,Conference,Healthcare,67.4,10.5,5,0,0,3.8,1
749,201-1000,Referral,NGO/Nonprofit,36.6,54.8,4,0,0,6.2,1
750,201-1000,Conference,Higher Education,40.4,47.7,2,0,0,3.2,0
751,1-50,Conference,Higher Education,34.0,3.9,4,0,0,4.6,0
752,51-200,Referral,Corporate Security,56.9,24.8,0,0,0,0.4,0
753,1-50,Inbound Website,Government,73.2,13.9,3,1,1,0.8,1
754,51-200,Conference,Higher Education,46.3,25.4,1,1,0,0.2,0
755,201-1000,Conference,Higher Education,24.6,26.3,1,1,0,0.2,0
756,1-50,Conference,Government,28.3,2.3,5,1,1,2.0,1
757,51-200,Webinar,Higher Education,57.9,11.9,1,1,0,0.4,0
758,1000+,Referral,Higher Education,86.9,5.5,5,0,0,1.2,1
759,1-50,Inbound Website,Other,57.9,17.9,5,0,1,2.3,0
760,51-200,Webinar,Government,,3.8,5,0,0,2.2,0
761,201-1000,Webinar,Other,65.3,8.7,3,0,0,0.1,1
762,1-50,Cold Outreach,Other,45.2,10.9,7,0,0,0.1,0
763,1-50,Webinar,Higher Education,42.4,13.0,3,0,0,0.7,1
764,1-50,University Partnership,Healthcare,30.8,38.7,2,0,1,5.8,1
765,1000+,Inbound Website,Healthcare,78.2,0.5,2,0,0,0.1,0
766,1-50,Referral,Healthcare,0.0,53.8,4,1,1,0.2,0
767,1-50,Inbound Website,Higher Education,66.0,17.5,4,0,1,1.1,0
768,1-50,Inbound Website,Higher Education,40.7,22.9,3,0,1,0.5,0
769,1-50,Cold Outreach,Higher Education,41.8,3.2,1,0,0,0.6,0
770,201-1000,Webinar,Healthcare,83.8,21.8,5,0,0,1.2,1
771,1-50,Cold Outreach,Other,35.7,12.1,1,0,1,7.1,0
772,51-200,Conference,Healthcare,36.4,3.5,4,0,1,2.5,0
773,51-200,Inbound Website,Healthcare,47.4,23.3,3,0,0,0.1,0
774,201-1000,Cold Outreach,Other,58.3,3.6,1,1,0,1.0,1
775,1-50,University Partnership,Healthcare,41.2,3.8,2,0,1,1.8,0
776,1000+,University Partnership,Higher Education,18.5,88.0,4,1,0,0.7,0
777,201-1000,Cold Outreach,NGO/Nonprofit,32.7,17.4,1,1,0,5.8,0
778,1-50,Conference,Government,75.6,39.4,1,0,1,2.4,0
779,201-1000,Inbound Website,Higher Education,51.5,1.7,8,0,0,0.4,0
780,1000+,University Partnership,Corporate Security,59.0,12.3,2,0,0,0.1,1
781,1-50,Conference,Other,44.8,2.9,2,1,1,0.9,0
782,1000+,Cold Outreach,Government,36.8,4.9,2,1,1,3.3,0
783,51-200,Conference,Corporate Security,83.6,35.1,3,1,0,1.8,1
784,201-1000,University Partnership,Higher Education,46.2,11.5,0,1,1,0.3,1
785,1000+,Webinar,Higher Education,41.1,130.0,4,0,0,5.7,0
786,51-200,Conference,Higher Education,71.9,2.2,2,1,0,0.1,1
787,201-1000,University Partnership,Healthcare,,12.6,1,0,1,1.6,0
788,51-200,Inbound Website,NGO/Nonprofit,38.1,7.5,6,0,0,1.8,0
789,201-1000,Conference,Higher Education,50.2,6.7,2,0,0,5.9,0
790,201-1000,University Partnership,Government,50.0,5.9,5,1,1,0.6,1
791,1-50,Referral,Higher Education,55.2,22.0,4,0,0,2.0,1
792,51-200,Inbound Website,Higher Education,91.8,6.0,5,0,0,0.7,1
793,51-200,Cold Outreach,Corporate Security,56.7,25.1,0,0,1,1.7,0
794,1-50,Referral,Healthcare,2.4,12.0,3,1,0,0.1,1
795,1-50,Cold Outreach,Healthcare,56.5,23.5,3,0,1,2.1,0
796,51-200,Inbound Website,Government,50.8,4.9,4,0,0,0.1,1
797,1-50,University Partnership,Corporate Security,,57.9,5,0,0,1.1,1
798,1-50,Cold Outreach,Higher Education,54.9,38.5,4,0,1,0.4,0
799,201-1000,Inbound Website,Higher Education,49.4,19.7,3,1,0,3.6,0
800,201-1000,Webinar,Other,48.9,42.0,4,1,1,0.4,0
801,201-1000,Inbound Website,NGO/Nonprofit,62.3,18.2,1,1,1,0.6,1
802,51-200,Cold Outreach,Other,39.2,0.5,5,1,1,1.7,0
803,1000+,Conference,Other,31.0,17.3,2,0,0,1.6,0
804,51-200,Inbound Website,Healthcare,100.0,11.9,2,0,0,1.8,1
805,1-50,Referral,Other,35.7,11.2,3,0,1,0.5,1
806,1-50,Conference,Corporate Security,52.0,29.4,2,1,0,3.0,0
807,201-1000,Cold Outreach,Higher Education,20.1,3.9,3,0,1,3.3,0
808,1-50,Referral,Higher Education,,62.5,3,1,1,1.1,1
809,51-200,University Partnership,Higher Education,31.3,29.0,5,0,0,1.7,0
810,1000+,Inbound Website,Higher Education,41.2,16.2,3,0,0,5.3,1
811,1-50,Referral,Government,70.9,9.8,4,0,1,2.0,1
812,1-50,University Partnership,Healthcare,59.4,53.9,2,1,0,1.3,1
813,1000+,Referral,NGO/Nonprofit,61.4,8.4,4,1,0,0.8,1
814,51-200,Cold Outreach,Corporate Security,14.6,101.4,1,0,0,2.0,0
815,1-50,Cold Outreach,Higher Education,86.7,21.8,1,1,1,1.9,0
816,1000+,Webinar,Healthcare,26.2,67.4,5,1,0,5.2,0
817,1000+,University Partnership,Government,80.6,7.8,2,0,0,0.3,1
818,51-200,Referral,Higher Education,70.4,70.1,0,1,1,0.6,1
819,201-1000,Webinar,Government,61.5,44.7,4,0,1,0.8,0
820,1-50,Cold Outreach,Government,32.9,3.8,2,0,1,0.1,1
821,1-50,Inbound Website,Government,53.0,40.6,5,0,0,6.4,0
822,51-200,Referral,NGO/Nonprofit,40.6,25.3,3,0,1,4.0,0
823,1-50,Referral,NGO/Nonprofit,50.6,0.7,3,0,1,4.4,0
824,201-1000,University Partnership,Healthcare,45.0,61.7,7,0,1,2.2,1
825,201-1000,Cold Outreach,Higher Education,9.2,4.9,5,0,0,2.0,0
826,1-50,Cold Outreach,NGO/Nonprofit,72.4,1.5,2,1,0,2.7,0
827,51-200,Inbound Website,Healthcare,48.4,1.7,4,0,0,1.0,0
828,1-50,Cold Outreach,Higher Education,40.3,3.2,3,0,0,0.5,0
829,1000+,Webinar,Healthcare,38.8,41.3,4,0,0,2.1,0
830,1-50,Webinar,Corporate Security,57.2,22.4,7,0,1,1.8,1
831,201-1000,Referral,Corporate Security,32.1,22.2,4,1,0,4.9,0
832,51-200,Webinar,Higher Education,4.9,0.5,4,1,1,0.7,1
833,51-200,Cold Outreach,Corporate Security,58.1,16.2,7,0,0,0.2,0
834,201-1000,Cold Outreach,Higher Education,60.4,34.1,0,1,1,4.9,0
835,201-1000,Referral,Higher Education,46.0,12.6,4,0,0,1.0,1
836,51-200,Inbound Website,Higher Education,27.0,6.1,4,1,1,3.2,1
837,201-1000,Conference,Other,51.8,11.0,4,0,0,1.8,1
838,1000+,Referral,Government,20.7,30.5,3,0,1,1.3,1
839,51-200,Webinar,Government,29.5,2.0,4,0,0,1.1,0
840,51-200,Inbound Website,Government,35.0,3.3,3,0,0,7.7,1
841,1-50,University Partnership,NGO/Nonprofit,66.9,4.5,5,0,1,3.5,0
842,201-1000,Inbound Website,Corporate Security,42.7,2.5,1,0,0,2.7,1
843,51-200,Webinar,Other,41.0,27.8,3,0,1,0.8,1
844,51-200,Conference,Government,89.1,1.3,1,1,0,1.3,0
845,1-50,Conference,Higher Education,57.0,12.7,2,1,0,1.0,0
846,1000+,Referral,Corporate Security,56.8,16.6,4,0,0,7.3,1
847,51-200,Cold Outreach,Government,42.6,17.8,0,1,0,6.4,1
848,201-1000,Webinar,NGO/Nonprofit,38.1,4.1,1,0,0,2.1,0
849,1-50,Referral,NGO/Nonprofit,6.3,26.6,6,1,0,5.9,0
850,1000+,Cold Outreach,Corporate Security,69.4,66.9,5,0,1,0.7,0
851,1-50,Conference,Other,59.0,37.3,6,1,1,2.5,0
852,1-50,Referral,Corporate Security,46.4,86.1,1,1,0,2.4,0
853,1000+,Cold Outreach,Government,47.3,78.0,2,1,0,1.5,0
854,1000+,Inbound Website,Corporate Security,64.7,2.6,4,1,0,0.8,1
855,1-50,Cold Outreach,Higher Education,18.9,13.0,3,0,1,4.1,0
856,51-200,Cold Outreach,NGO/Nonprofit,38.2,54.6,1,1,0,3.6,0
857,201-1000,Conference,Higher Education,27.3,1.5,3,0,1,1.1,0
858,1000+,Cold Outreach,Government,85.4,6.5,4,0,0,0.4,1
859,51-200,Referral,Corporate Security,67.5,6.1,2,1,1,0.9,1
860,51-200,Referral,Higher Education,5.9,1.8,1,0,1,4.1,0
861,201-1000,Conference,Higher Education,19.7,32.0,2,0,0,2.8,0
862,201-1000,University Partnership,Healthcare,47.4,31.1,5,1,0,0.7,1
863,201-1000,Webinar,Higher Education,40.6,38.1,4,0,0,2.3,1
864,51-200,Referral,Corporate Security,23.5,15.5,3,0,0,0.2,1
865,1-50,Cold Outreach,Government,88.9,14.7,4,0,0,2.5,1
866,1000+,Conference,Higher Education,56.3,67.0,3,1,1,1.0,1
867,1000+,Webinar,Higher Education,59.5,2.0,2,1,0,2.5,1
868,201-1000,Conference,NGO/Nonprofit,36.2,20.4,0,0,0,2.3,0
869,1-50,University Partnership,Other,64.4,18.4,5,0,0,0.3,0
870,1-50,Webinar,Higher Education,42.4,74.5,1,0,0,2.9,0
871,201-1000,Conference,Other,44.3,68.0,4,1,1,1.4,0
872,1-50,Cold Outreach,Corporate Security,62.2,8.6,3,1,0,8.5,0
873,1000+,University Partnership,Healthcare,17.4,80.7,1,1,0,2.2,1
874,51-200,Conference,Healthcare,81.9,16.3,3,0,0,1.5,1
875,201-1000,Cold Outreach,Healthcare,53.6,31.3,2,0,1,0.7,0
876,1000+,Webinar,NGO/Nonprofit,75.6,64.1,4,0,1,1.6,0
877,51-200,Conference,Corporate Security,28.5,22.7,3,0,0,0.5,0
878,51-200,University Partnership,Corporate Security,31.5,25.9,3,0,1,2.2,0
879,201-1000,Cold Outreach,Government,26.8,74.3,2,0,1,3.1,0
880,51-200,Referral,Higher Education,55.0,18.0,3,0,1,2.2,1
881,51-200,Cold Outreach,Healthcare,51.3,39.0,2,1,0,4.4,0
882,201-1000,University Partnership,Higher Education,40.7,46.5,7,0,1,0.2,1
883,1000+,Inbound Website,Government,29.7,5.1,1,0,0,0.4,0
884,51-200,University Partnership,Higher Education,24.7,6.4,1,1,0,4.6,0
885,1-50,Inbound Website,Higher Education,49.0,15.5,1,0,0,0.1,0
886,51-200,University Partnership,Healthcare,40.7,27.6,5,0,0,0.4,0
887,51-200,Cold Outreach,Healthcare,36.3,40.9,4,0,0,2.7,0
888,1-50,Cold Outreach,Corporate Security,80.9,1.3,4,0,0,1.7,0
889,1-50,Inbound Website,Higher Education,48.4,44.4,0,0,1,0.2,0
890,201-1000,Cold Outreach,Corporate Security,,42.1,5,0,1,0.1,0
891,51-200,Cold Outreach,Government,39.3,33.0,3,0,0,0.5,0
892,1000+,Conference,Healthcare,54.9,5.6,2,0,0,0.6,1
893,1-50,Webinar,Corporate Security,48.9,51.6,4,0,1,3.6,0
894,1-50,University Partnership,Corporate Security,,1.1,3,0,0,2.1,0
895,201-1000,Conference,Corporate Security,78.6,1.2,4,0,0,1.6,1
896,1000+,Cold Outreach,Other,47.3,8.8,2,1,1,0.1,0
897,1-50,Referral,NGO/Nonprofit,64.9,2.9,8,0,0,0.9,1
898,1-50,Cold Outreach,Corporate Security,35.0,0.9,2,0,0,2.2,0
899,1-50,Referral,Corporate Security,46.7,23.8,3,0,1,3.3,0
900,51-200,University Partnership,Higher Education,32.7,48.1,2,1,1,1.9,1
901,51-200,Inbound Website,Other,74.7,44.9,0,0,0,1.1,0
902,1-50,Referral,Government,56.2,29.2,3,0,1,4.8,1
903,1-50,Inbound Website,Government,57.3,5.2,3,0,1,0.1,1
904,51-200,Conference,Other,77.2,4.5,3,0,0,2.1,1
905,1000+,Webinar,Healthcare,73.1,81.1,1,1,1,1.8,0
906,201-1000,Inbound Website,Higher Education,65.3,3.9,1,0,0,1.5,0
907,51-200,Inbound Website,Higher Education,21.6,124.3,3,1,0,1.0,0
908,1-50,Conference,Higher Education,36.1,65.8,8,0,0,1.3,0
909,1-50,Cold Outreach,Corporate Security,29.9,15.2,2,1,0,1.0,0
910,1-50,University Partnership,Higher Education,64.6,15.2,1,0,0,0.8,0
911,201-1000,Webinar,Other,53.4,6.3,6,1,1,1.1,0
912,1000+,Webinar,Other,22.2,16.2,3,1,0,3.6,0
913,1000+,University Partnership,Corporate Security,46.2,2.6,3,0,1,1.0,0
914,1000+,Webinar,Healthcare,20.1,16.9,1,0,0,1.8,0
915,1000+,Referral,Government,48.9,51.7,3,0,1,0.8,1
916,1000+,Conference,Higher Education,16.9,15.6,7,0,0,0.1,0
917,1-50,University Partnership,Healthcare,60.6,3.7,3,1,0,0.6,1
918,1-50,Referral,Higher Education,57.6,10.4,0,0,1,0.2,1
919,51-200,Referral,Higher Education,88.2,30.9,4,1,1,0.9,1
920,51-200,University Partnership,Government,67.0,7.8,2,1,0,0.2,1
921,1-50,University Partnership,Higher Education,41.5,14.5,4,1,0,1.9,0
922,201-1000,Referral,Corporate Security,66.4,6.5,2,1,0,1.9,1
923,201-1000,University Partnership,Healthcare,22.0,11.5,5,0,0,1.0,0
924,51-200,University Partnership,NGO/Nonprofit,30.8,4.6,3,0,0,0.1,0
925,1-50,Cold Outreach,Healthcare,56.7,65.0,3,0,1,3.4,0
926,1-50,Cold Outreach,NGO/Nonprofit,6.8,22.1,3,1,0,2.5,0
927,1-50,Cold Outreach,Corporate Security,49.3,15.0,2,1,0,0.9,0
928,1000+,Cold Outreach,NGO/Nonprofit,29.6,93.6,1,0,1,5.0,0
929,51-200,Referral,Corporate Security,52.0,49.3,0,1,1,0.1,0
930,201-1000,Referral,Higher Education,28.4,2.9,2,1,0,0.9,1
931,1-50,University Partnership,Other,58.5,40.3,1,0,0,0.8,0
932,51-200,Inbound Website,Government,50.4,27.2,1,1,0,0.1,1
933,51-200,Conference,Higher Education,78.0,42.6,5,0,1,1.5,0
934,201-1000,Conference,Higher Education,50.1,10.0,1,0,0,2.2,0
935,201-1000,Webinar,Government,34.6,15.2,4,0,0,3.7,1
936,1-50,Webinar,Government,45.1,41.2,2,0,0,2.9,1
937,1000+,Cold Outreach,Corporate Security,23.1,36.7,0,1,1,1.4,0
938,1-50,Inbound Website,NGO/Nonprofit,58.1,19.9,6,0,0,0.4,0
939,1000+,Inbound Website,Government,61.8,37.7,0,1,1,0.2,0
940,1-50,Inbound Website,Corporate Security,99.4,2.3,5,1,0,3.3,1
941,1-50,Conference,Government,37.6,26.7,3,1,0,3.8,1
942,201-1000,Cold Outreach,NGO/Nonprofit,44.6,0.5,4,0,0,2.8,0
943,1-50,Inbound Website,Higher Education,38.5,1.9,1,0,0,5.4,0
944,51-200,Inbound Website,Higher Education,54.2,1.1,4,0,0,5.2,0
945,51-200,Cold Outreach,Corporate Security,57.6,65.6,1,0,0,3.4,0
946,1-50,Conference,Healthcare,48.9,44.1,3,0,0,2.9,0
947,201-1000,Referral,NGO/Nonprofit,71.7,25.0,1,0,0,4.5,0
948,1000+,Conference,Corporate Security,37.7,18.5,4,0,0,1.5,0
949,1000+,Inbound Website,NGO/Nonprofit,69.7,3.7,1,0,0,0.7,1
950,51-200,Referral,Government,60.8,3.1,2,0,0,0.7,1
951,51-200,Inbound Website,Higher Education,49.8,28.8,0,0,0,3.0,0
952,1-50,Referral,Higher Education,43.7,41.4,3,1,1,3.1,1
953,1-50,Inbound Website,Higher Education,98.5,39.7,3,0,1,1.0,1
954,1-50,Inbound Website,Government,33.7,84.1,3,1,1,0.5,1
955,1000+,Webinar,Corporate Security,56.0,15.3,2,0,0,4.5,1
956,1000+,Conference,Government,35.0,4.0,3,0,1,5.0,0
957,201-1000,Referral,Corporate Security,85.7,3.1,2,1,1,1.1,1
958,51-200,University Partnership,Corporate Security,67.7,4.7,3,1,0,1.0,1
959,51-200,Cold Outreach,Healthcare,36.4,79.7,7,0,0,1.3,0
960,51-200,Referral,Healthcare,60.3,2.7,3,0,1,0.2,1
961,51-200,Cold Outreach,Government,55.2,19.1,5,0,1,3.0,0
962,51-200,University Partnership,Government,39.7,71.0,3,0,1,0.5,0
963,1-50,Cold Outreach,Corporate Security,65.2,15.3,3,1,1,2.6,0
964,1-50,Cold Outreach,Corporate Security,57.8,3.1,4,0,1,1.1,0
965,1000+,Conference,Government,54.3,28.5,3,0,1,3.0,1
966,51-200,University Partnership,Government,49.2,4.0,2,0,0,0.9,1
967,1000+,Conference,Healthcare,58.6,51.1,4,0,0,1.2,0
968,1-50,Cold Outreach,Healthcare,54.6,1.5,3,0,1,2.2,0
969,51-200,Cold Outreach,Higher Education,51.2,17.4,4,0,0,0.2,0
970,1-50,Webinar,Corporate Security,37.2,32.6,0,1,0,2.1,0
971,1-50,Cold Outreach,NGO/Nonprofit,83.9,4.0,4,0,0,0.2,0
972,1-50,University Partnership,Higher Education,29.0,1.0,6,0,0,1.1,0
973,1-50,Webinar,NGO/Nonprofit,58.6,16.4,3,0,0,2.6,0
974,1000+,University Partnership,Higher Education,43.6,11.7,2,0,0,1.7,0
975,51-200,Cold Outreach,Corporate Security,85.2,7.0,0,0,0,1.3,0
976,201-1000,Webinar,Corporate Security,31.9,26.5,2,0,0,1.2,0
977,51-200,Cold Outreach,Higher Education,35.3,30.1,2,1,0,1.6,0
978,51-200,Inbound Website,Other,30.6,64.5,3,1,1,2.0,0
979,51-200,University Partnership,Corporate Security,56.5,99.5,3,1,0,0.4,1
980,1-50,Conference,Other,22.5,15.1,1,1,1,3.4,0
981,1000+,Inbound Website,Government,40.4,1.4,7,0,0,2.5,1
982,201-1000,Conference,NGO/Nonprofit,7.0,6.1,2,0,0,1.4,0
983,201-1000,Inbound Website,Other,54.8,0.8,2,0,1,0.1,0
984,51-200,Referral,Corporate Security,40.0,13.0,2,1,1,0.6,1
985,1-50,Webinar,Higher Education,20.2,2.4,4,0,0,6.0,0
986,1000+,University Partnership,Healthcare,,63.5,1,0,1,1.3,1
987,51-200,Inbound Website,Corporate Security,23.8,1.5,3,0,1,4.2,1
988,1-50,Webinar,Other,65.9,37.0,2,0,0,0.7,0
989,51-200,University Partnership,Corporate Security,36.0,6.1,2,1,0,2.0,0
990,201-1000,Conference,Government,82.0,10.4,4,0,0,1.1,1
991,201-1000,Referral,Higher Education,65.0,38.8,3,0,0,1.4,1
992,201-1000,Webinar,Healthcare,29.8,0.7,2,0,1,3.3,1
993,201-1000,Inbound Website,Other,31.7,4.2,5,1,0,2.5,0
994,1-50,Referral,Higher Education,62.1,15.0,6,0,1,1.4,0
995,1000+,Webinar,Healthcare,44.8,23.3,4,0,1,9.5,0
996,51-200,Inbound Website,Other,46.6,15.3,4,0,1,1.8,0
997,201-1000,Referral,Higher Education,75.4,17.6,0,0,0,1.1,1
998,1-50,Webinar,Higher Education,35.0,28.5,3,1,0,5.4,1
999,1000+,University Partnership,Healthcare,,0.9,0,0,0,1.7,0
1000,1-50,Inbound Website,Healthcare,69.1,9.6,6,1,1,0.8,0
1001,1-50,Referral,Higher Education,66.2,14.5,4,0,0,6.1,1
1002,51-200,Conference,NGO/Nonprofit,46.8,27.2,3,0,1,0.7,0
1003,1-50,Conference,Corporate Security,44.2,14.5,4,1,0,0.7,0
1004,1-50,University Partnership,Other,15.2,12.1,4,0,0,0.7,1
1005,201-1000,Cold Outreach,NGO/Nonprofit,28.9,7.9,5,1,1,0.1,0
1006,51-200,Webinar,NGO/Nonprofit,56.4,18.2,2,0,1,0.3,0
1007,1000+,Inbound Website,Corporate Security,47.2,4.7,4,0,0,0.3,0
1008,51-200,Cold Outreach,Government,51.5,1.9,2,0,1,0.2,0
1009,201-1000,University Partnership,Corporate Security,70.8,53.1,6,0,0,1.2,1
1010,51-200,Referral,Higher Education,26.3,23.1,4,1,1,2.9,0
1011,201-1000,Conference,Healthcare,45.3,2.4,2,0,0,0.3,0
1012,51-200,Cold Outreach,Higher Education,53.8,0.6,4,0,0,0.6,0
1013,51-200,Conference,Corporate Security,35.9,24.2,1,0,0,4.9,0
1014,1000+,Cold Outreach,Higher Education,78.6,37.6,1,0,0,1.1,1
1015,51-200,Conference,Government,68.2,17.6,1,0,1,0.2,0
1016,1-50,Referral,Higher Education,55.8,0.9,0,1,0,1.0,0
1017,201-1000,Referral,Healthcare,85.9,4.9,2,0,0,5.9,1
1018,201-1000,Conference,NGO/Nonprofit,20.0,1.4,2,0,0,1.7,0
1019,1-50,Conference,Higher Education,49.8,33.8,4,0,0,0.1,0
1020,51-200,Cold Outreach,NGO/Nonprofit,57.3,3.9,1,0,1,9.2,0
1021,1000+,Cold Outreach,NGO/Nonprofit,31.7,43.6,0,0,0,5.8,0
1022,201-1000,Cold Outreach,Government,56.0,32.1,2,1,1,3.5,1
1023,1000+,Cold Outreach,Healthcare,27.9,14.2,2,0,1,0.1,0
1024,51-200,University Partnership,Corporate Security,63.8,13.8,1,1,0,2.0,1
1025,201-1000,Conference,Higher Education,71.2,2.5,3,0,1,10.0,1
1026,51-200,University Partnership,Corporate Security,55.4,6.9,2,0,0,0.1,0
1027,1000+,Inbound Website,Higher Education,12.9,2.6,4,1,0,5.8,0
1028,51-200,Referral,NGO/Nonprofit,30.7,42.3,3,1,0,3.1,0
1029,201-1000,Referral,Other,61.3,15.9,5,1,0,0.8,1
1030,51-200,Inbound Website,NGO/Nonprofit,50.4,2.1,3,0,0,3.5,0
1031,51-200,Cold Outreach,Corporate Security,0.0,41.6,2,1,0,0.1,0
1032,201-1000,Inbound Website,Corporate Security,74.9,1.6,4,1,1,0.7,1
1033,51-200,Referral,Other,52.7,6.0,0,1,0,0.1,1
1034,1000+,Conference,Higher Education,33.6,43.8,0,1,1,0.9,0
1035,51-200,Inbound Website,Higher Education,69.9,22.7,2,1,0,2.3,1
1036,201-1000,Conference,Corporate Security,36.4,18.3,3,0,1,4.0,0
1037,51-200,Referral,Government,36.2,48.7,2,1,0,4.9,1
1038,51-200,Cold Outreach,Government,57.2,4.3,3,1,0,3.2,0
1039,51-200,Cold Outreach,Higher Education,85.6,8.1,6,1,0,5.3,1
1040,1-50,Webinar,Corporate Security,82.5,12.0,2,1,1,5.3,0
1041,1-50,University Partnership,Government,57.2,43.7,1,0,1,1.7,0
1042,201-1000,Referral,Higher Education,59.2,3.2,1,0,0,0.7,1
1043,201-1000,Cold Outreach,Higher Education,65.8,37.7,4,0,1,8.6,0
1044,201-1000,University Partnership,Government,24.9,0.7,1,1,1,0.3,1
1045,1-50,Cold Outreach,NGO/Nonprofit,62.9,7.0,7,1,0,1.1,0
1046,51-200,University Partnership,Government,35.3,6.1,1,1,0,1.4,0
1047,1-50,University Partnership,Healthcare,56.4,14.9,3,1,1,1.6,0
1048,201-1000,Webinar,NGO/Nonprofit,45.5,13.5,3,0,1,1.2,0
1049,1000+,Cold Outreach,Government,60.0,95.1,2,0,0,4.2,0
1050,1-50,Cold Outreach,NGO/Nonprofit,52.4,11.7,0,0,0,1.5,0
1051,201-1000,Webinar,Healthcare,0.0,24.0,2,1,0,2.9,0
1052,1-50,Inbound Website,Corporate Security,,0.8,1,0,1,0.3,1
1053,1-50,Cold Outreach,Higher Education,62.8,34.7,1,1,0,9.2,0
1054,1-50,Webinar,Higher Education,58.9,13.1,6,1,0,1.0,1
1055,1-50,Conference,Other,47.9,11.2,6,0,0,0.3,0
1056,201-1000,Webinar,NGO/Nonprofit,82.8,3.5,2,1,1,1.9,0
1057,1000+,Conference,Other,56.2,68.0,3,0,1,1.0,0
1058,1-50,Inbound Website,Other,58.8,23.7,4,0,0,4.1,0
1059,51-200,Referral,Higher Education,70.9,7.5,2,0,0,1.1,1
1060,201-1000,Cold Outreach,NGO/Nonprofit,57.3,0.8,0,0,1,0.2,0
1061,1000+,Inbound Website,Corporate Security,32.0,42.5,5,0,0,6.6,0
1062,201-1000,Conference,NGO/Nonprofit,1.2,23.0,4,0,0,0.6,1
1063,1-50,Cold Outreach,Higher Education,40.5,12.8,4,0,1,0.9,0
1064,201-1000,Referral,Government,65.2,7.4,5,0,0,1.4,1
1065,51-200,Webinar,NGO/Nonprofit,42.9,31.0,6,0,0,0.9,1
1066,1000+,Referral,NGO/Nonprofit,66.0,36.0,2,0,0,0.7,1
1067,51-200,Inbound Website,Healthcare,53.0,12.5,6,1,1,0.5,1
1068,201-1000,Webinar,Government,75.8,19.7,4,0,1,0.5,0
1069,1-50,Inbound Website,Government,44.1,79.5,2,0,0,1.5,0
1070,51-200,Conference,Other,59.4,106.8,1,1,1,3.3,0
1071,1000+,Webinar,Corporate Security,60.1,49.0,5,1,1,0.5,1
1072,201-1000,Webinar,Corporate Security,80.0,15.8,4,1,1,1.1,1
1073,51-200,Inbound Website,Corporate Security,15.9,2.9,3,1,0,1.7,1
1074,1000+,Inbound Website,Corporate Security,40.8,42.0,5,0,0,4.7,0
1075,1000+,Conference,Corporate Security,67.0,0.8,4,1,1,0.7,1
1076,51-200,Referral,Corporate Security,80.9,9.1,5,0,0,4.4,1
1077,51-200,Webinar,NGO/Nonprofit,54.8,1.0,4,0,0,1.9,1
1078,51-200,University Partnership,Other,44.1,26.6,3,0,0,2.2,0
1079,201-1000,Conference,Other,,10.6,2,1,1,2.3,0
1080,51-200,Webinar,Corporate Security,67.4,19.1,1,0,0,4.7,0
1081,1-50,Cold Outreach,Corporate Security,42.8,14.2,4,0,0,1.0,0
1082,1000+,University Partnership,Healthcare,56.6,20.0,0,0,1,0.1,1
1083,1000+,Cold Outreach,NGO/Nonprofit,73.6,3.0,2,1,0,0.1,1
1084,201-1000,Inbound Website,Corporate Security,87.8,2.4,5,0,0,5.0,1
1085,1000+,University Partnership,Healthcare,64.9,28.0,4,0,0,0.1,0
1086,201-1000,Referral,Healthcare,50.9,13.3,2,0,0,1.0,1
1087,201-1000,Conference,Healthcare,48.9,13.7,4,1,1,11.1,1
1088,201-1000,Inbound Website,Healthcare,61.1,1.7,3,0,0,3.0,0
1089,51-200,University Partnership,Higher Education,47.7,22.2,4,1,1,2.3,0
1090,51-200,University Partnership,Corporate Security,53.8,19.6,0,0,0,0.9,1
